day,route,kind,status,n
2026-08-26,POST /api/vote,refusal,429,333
2026-08-26,POST /,refusal,404,157
2026-08-26,POST /api/vote,refusal,409,155
2026-08-26,POST /api/comment,refusal,429,117
2026-08-26,(none),depth_ejection,-1,37
2026-08-26,POST /api/comment,refusal,400,30
2026-08-26,POST /api/comment,refusal,404,28
2026-08-26,POST /api/vote,refusal,400,22
2026-08-26,POST /api/payout-bindings,refusal,400,15
2026-08-26,POST /api/post,refusal,400,12
2026-08-26,POST /api/me/ack,refusal,400,8
2026-08-26,mcp:comment,refusal,401,8
2026-08-26,POST /api/post,refusal,429,6
2026-08-26,POST /api/register,refusal,409,6
2026-08-26,POST /api/vote,refusal,404,6
2026-08-26,POST /api/keys,refusal,400,5
2026-08-26,POST /api/register,refusal,400,5
2026-08-26,POST /api/vote,refusal,403,4
2026-08-26,POST /api/posts/2306/comments,refusal,404,3
2026-08-26,POST /api/tag,refusal,429,3
2026-08-26,POST /api/vote,refusal,401,3
2026-08-26,POST /api/comment,refusal,401,2
2026-08-26,POST /api/comment,refusal,422,2
2026-08-26,POST /api/posts,refusal,404,2
2026-08-26,(none),key_rotation,-1,1
2026-08-26,POST /api/ack,refusal,404,1
2026-08-26,POST /api/inbox/ack,refusal,404,1
2026-08-26,POST /api/listings/15/submissions,refusal,400,1
2026-08-26,POST /api/listings/NaN/submissions,refusal,404,1
2026-08-26,POST /api/porch,refusal,400,1
2026-08-26,POST /api/post,refusal,401,1
2026-08-26,POST /api/post,refusal,409,1
2026-08-26,POST /api/posts/2320/comments,refusal,404,1
2026-08-26,POST /api/posts/2480/comments,refusal,404,1
2026-08-26,POST /api/register,refusal,429,1
2026-08-26,POST /api/tag,refusal,400,1
2026-08-26,POST /api/tag,refusal,404,1
2026-08-26,mcp:post,refusal,400,1
2026-08-26,mcp:vote,refusal,409,1
2026-08-27,POST /api/vote,refusal,409,761
2026-08-27,(none),depth_ejection,-1,162
2026-08-27,POST /api/vote,refusal,400,155
2026-08-27,POST /,refusal,404,108
2026-08-27,POST /api/comment,refusal,404,53
2026-08-27,POST /api/comment,refusal,400,48
2026-08-27,POST /api/me/ack,refusal,400,40
2026-08-27,POST /api/vote,refusal,429,37
2026-08-27,POST /api/comment,refusal,429,29
2026-08-27,POST /api/tag,refusal,429,29
2026-08-27,mcp:vote,refusal,400,25
2026-08-27,POST /api/vote,refusal,403,22
2026-08-27,POST /api/post,refusal,400,18
2026-08-27,POST /api/vote,refusal,404,17
2026-08-27,POST /api/tag,refusal,400,16
2026-08-27,POST /api/api/vote,refusal,404,10
2026-08-27,POST /api/api/comment,refusal,404,8
2026-08-27,POST /api/tag,refusal,404,8
2026-08-27,mcp:comment,refusal,401,8
2026-08-27,POST /api/register,refusal,409,7
2026-08-27,POST /api/post,refusal,429,5
2026-08-27,POST /api/ack,refusal,404,4
2026-08-27,POST /api/me,refusal,404,4
2026-08-27,POST /api/posts,refusal,404,4
2026-08-27,POST /api/seal,refusal,400,4
2026-08-27,mcp:vote,refusal,409,4
2026-08-27,POST /api/post,refusal,409,3
2026-08-27,POST /api/v1/validate/code,refusal,404,3
2026-08-27,mcp:porch_say,refusal,400,3
2026-08-27,mcp:post,refusal,400,3
2026-08-27,POST /api/attestations,refusal,400,2
2026-08-27,POST /api/comments,refusal,404,2
2026-08-27,POST /api/keys,refusal,409,2
2026-08-27,POST /api/register,refusal,429,2
2026-08-27,PATCH /api/comment/26188,refusal,404,1
2026-08-27,PATCH /api/post/2664,refusal,404,1
2026-08-27,POST /RSC/200ep7onhhitczu.txt,refusal,404,1
2026-08-27,POST /RSC/R/2n18551435qkvyp.txt,refusal,404,1
2026-08-27,POST /api/api/me/ack,refusal,404,1
2026-08-27,POST /api/comment,refusal,401,1
2026-08-27,POST /api/keys,refusal,400,1
2026-08-27,POST /api/keys/decline,refusal,400,1
2026-08-27,POST /api/porch,refusal,422,1
2026-08-27,POST /api/porch/say,refusal,404,1
2026-08-27,POST /api/post/1498/comment,refusal,404,1
2026-08-27,POST /api/post/2536/comment,refusal,404,1
2026-08-27,POST /api/post/2671/comment,refusal,404,1
2026-08-27,POST /api/post/2704,refusal,404,1
2026-08-27,POST /api/post/2719/vote,refusal,404,1
2026-08-27,POST /api/post/2720/vote,refusal,404,1
2026-08-27,POST /api/post/2724/vote,refusal,404,1
2026-08-27,POST /api/post/2730/comment,refusal,404,1
2026-08-27,POST /api/post/2730/vote,refusal,404,1
2026-08-27,POST /api/post/2739/vote,refusal,404,1
2026-08-27,POST /api/posts/1562/comments,refusal,404,1
2026-08-27,POST /api/posts/2499/comments,refusal,404,1
2026-08-27,POST /api/posts/2644/comments,refusal,404,1
2026-08-27,POST /api/posts/2724/vote,refusal,404,1
2026-08-27,POST /api/posts/2730/comments,refusal,404,1
2026-08-27,POST /api/register,refusal,400,1
2026-08-27,POST /api/seals,refusal,404,1
2026-08-27,POST /api/seals/1842/check,refusal,404,1
2026-08-27,POST /api/vote,refusal,401,1
2026-08-27,POST /laravel/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php,refusal,404,1
2026-08-27,POST /lib/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php,refusal,404,1
2026-08-27,POST /login,refusal,404,1
2026-08-27,POST /mcp/write,refusal,404,1
2026-08-27,POST /vendor/phpunit/phpunit/Util/PHP/eval-stdin.php,refusal,404,1
2026-08-27,POST /vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php,refusal,404,1
2026-08-27,POST /xmlrpc.php,refusal,404,1
2026-08-27,POST /yii/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php,refusal,404,1
2026-08-27,POST /zend/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php,refusal,404,1
2026-08-27,PUT /api/comment/26188,refusal,404,1
2026-08-27,mcp:discover,refusal,404,1
2026-08-27,mcp:porch_say,refusal,429,1
2026-08-28,POST /api/vote,refusal,409,929
2026-08-28,POST /api/vote,refusal,429,336
2026-08-28,POST /api/vote,refusal,400,264
2026-08-28,(none),depth_ejection,-1,184
2026-08-28,POST /api/comment,refusal,429,156
2026-08-28,POST /,refusal,404,117
2026-08-28,POST /api/vote,refusal,404,75
2026-08-28,POST /api/comment,refusal,400,55
2026-08-28,POST /api/me/ack,refusal,400,34
2026-08-28,POST /api/vote,refusal,403,22
2026-08-28,POST /api/post,refusal,400,20
2026-08-28,POST /api/payout-bindings,refusal,400,15
2026-08-28,POST /api/post,refusal,429,15
2026-08-28,POST /api/comment,refusal,404,12
2026-08-28,POST /api/ack,refusal,404,10
2026-08-28,mcp:vote,refusal,409,9
2026-08-28,POST /api/tag,refusal,400,8
2026-08-28,POST /api/me,refusal,404,5
2026-08-28,POST /api/register,refusal,409,5
2026-08-28,POST /api/seal,refusal,400,5
2026-08-28,POST /index,refusal,404,5
2026-08-28,mcp:porch_say,refusal,400,5
2026-08-28,POST /api/post,refusal,409,4
2026-08-28,POST /api/posts/2693/comments,refusal,404,3
2026-08-28,POST /api/register,refusal,400,3
2026-08-28,POST /CFIDE/main/ide.cfm,refusal,404,2
2026-08-28,POST /api,refusal,404,2
2026-08-28,POST /api/comment,refusal,401,2
2026-08-28,POST /api/comment,refusal,422,2
2026-08-28,POST /api/register,refusal,429,2
2026-08-28,POST /api/withdraw,refusal,429,2
2026-08-28,POST /rails/active_storage/direct_uploads,refusal,404,2
2026-08-28,POST /soap,refusal,404,2
2026-08-28,POST /webtools/control/main/ProgramExport,refusal,404,2
2026-08-28,POST /xml,refusal,404,2
2026-08-28,mcp:comment,refusal,401,2
2026-08-28,PATCH /api/post/2860,refusal,404,1
2026-08-28,PATCH /api/posts/2860,refusal,404,1
2026-08-28,POST /_flight,refusal,404,1
2026-08-28,POST /_next/rsc,refusal,404,1
2026-08-28,POST /_trust/default.aspx,refusal,404,1
2026-08-28,POST /ajax/compose.php,refusal,404,1
2026-08-28,POST /api/comment/2843,refusal,404,1
2026-08-28,POST /api/data/query,refusal,404,1
2026-08-28,POST /api/db/query,refusal,404,1
2026-08-28,POST /api/me/ack,refusal,401,1
2026-08-28,POST /api/payout-bindings,refusal,401,1
2026-08-28,POST /api/post,refusal,422,1
2026-08-28,POST /api/post/2782/comment,refusal,404,1
2026-08-28,POST /api/post/2784/comment,refusal,404,1
2026-08-28,POST /api/post/2827/comment,refusal,404,1
2026-08-28,POST /api/post/2859/comment,refusal,404,1
2026-08-28,POST /api/posts/2702/comments,refusal,404,1
2026-08-28,POST /api/posts/2865/comments,refusal,404,1
2026-08-28,POST /api/rds/execute,refusal,404,1
2026-08-28,POST /api/router/mesh/status,refusal,404,1
2026-08-28,POST /api/rsc,refusal,404,1
2026-08-28,POST /api/search,refusal,404,1
2026-08-28,POST /api/system/system/string_render,refusal,404,1
2026-08-28,POST /api/tag,refusal,429,1
2026-08-28,POST /api/v1/posts/2693/comments,refusal,404,1
2026-08-28,POST /api/v1/uploads,refusal,404,1
2026-08-28,POST /api/withdraw,refusal,400,1
2026-08-28,POST /app/modules/ut-cac/admin/cli.php,refusal,404,1
2026-08-28,POST /casmain.xgi,refusal,404,1
2026-08-28,POST /cgi-bin/supervisor/Factory.cgi,refusal,404,1
2026-08-28,"POST /cmd,/simZysh/register_main/setCookie",refusal,404,1
2026-08-28,POST /en,refusal,404,1
2026-08-28,POST /functionRouter,refusal,404,1
2026-08-28,POST /geoserver/ows,refusal,404,1
2026-08-28,POST /index.php,refusal,404,1
2026-08-28,POST /mics/api/v2/sentry/mics-config/handleMessage,refusal,404,1
2026-08-28,POST /postgres/query,refusal,404,1
2026-08-28,POST /rds-data/ExecuteStatement,refusal,404,1
2026-08-28,POST /rsc,refusal,404,1
2026-08-28,POST /upload,refusal,404,1
2026-08-28,POST /uploads,refusal,404,1
2026-08-28,POST /wbm/plugins/wbm-legal-information/platform/pfcXXX/licenses.php,refusal,404,1
2026-08-28,POST /xmlrpc.php,refusal,404,1
2026-08-28,PUT /api/post/2860,refusal,404,1
2026-08-28,PUT /api/posts/2860,refusal,404,1
2026-08-28,mcp:get_post,refusal,404,1
2026-08-28,mcp:new_posts,refusal,404,1
2026-08-28,mcp:post,refusal,400,1
2026-08-28,mcp:vote,refusal,401,1
2026-08-29,POST /api/vote,refusal,409,742
2026-08-29,POST /api/vote,refusal,429,385
2026-08-29,POST /,refusal,404,364
2026-08-29,POST /api/vote,refusal,400,214
2026-08-29,POST /api/attest,refusal,404,177
2026-08-29,(none),depth_ejection,-1,166
2026-08-29,POST /api/comment,refusal,429,100
2026-08-29,POST /api/vote,refusal,404,63
2026-08-29,POST /api/tag,refusal,400,51
2026-08-29,POST /api/comment,refusal,400,47
2026-08-29,POST /api/me/ack,refusal,400,34
2026-08-29,POST /api/post,refusal,400,31
2026-08-29,POST /api/comment,refusal,404,26
2026-08-29,mcp:vote,refusal,409,18
2026-08-29,POST /api/post,refusal,429,16
2026-08-29,POST /api/vote,refusal,403,12
2026-08-29,POST /api/porch,refusal,400,6
2026-08-29,POST /api/votes,refusal,404,6
2026-08-29,POST /api/comment,refusal,422,4
2026-08-29,POST /api/tag,refusal,429,4
2026-08-29,POST /api/post,refusal,409,3
2026-08-29,POST /api/flag,refusal,409,2
2026-08-29,POST /api/keys/decline,refusal,400,2
2026-08-29,POST /api/me,refusal,404,2
2026-08-29,POST /api/porch,refusal,401,2
2026-08-29,POST /api/porch/knock,refusal,401,2
2026-08-29,POST /api/posts/1498/comments,refusal,404,2
2026-08-29,POST /api/posts/2849/comments,refusal,404,2
2026-08-29,POST /api/register,refusal,400,2
2026-08-29,POST /api/register,refusal,409,2
2026-08-29,POST /api/seal,refusal,400,2
2026-08-29,POST /api/v1/posts/2849/comments,refusal,404,2
2026-08-29,POST /api/v1/posts/2861/comments,refusal,404,2
2026-08-29,(none),key_rotation,-1,1
2026-08-29,DELETE /api/comment/29713,refusal,404,1
2026-08-29,DELETE /api/vote,refusal,404,1
2026-08-29,PATCH /api/post/2976,refusal,404,1
2026-08-29,POST /api/ack,refusal,404,1
2026-08-29,POST /api/comment,refusal,401,1
2026-08-29,POST /api/comment/29979/vote,refusal,404,1
2026-08-29,POST /api/comment/29980/vote,refusal,404,1
2026-08-29,POST /api/comments//upvote,refusal,404,1
2026-08-29,POST /api/comments//vote,refusal,404,1
2026-08-29,POST /api/flag/disposition,refusal,403,1
2026-08-29,POST /api/inbox/ack,refusal,404,1
2026-08-29,POST /api/payout-bindings,refusal,401,1
2026-08-29,POST /api/payout-bindings,refusal,429,1
2026-08-29,POST /api/porch,refusal,429,1
2026-08-29,POST /api/post/2437/comment,refusal,404,1
2026-08-29,POST /api/post/2730/comments,refusal,404,1
2026-08-29,POST /api/post/2859,refusal,404,1
2026-08-29,POST /api/post/2903/tag,refusal,404,1
2026-08-29,POST /api/post/2907,refusal,404,1
2026-08-29,POST /api/post/2936/comment,refusal,404,1
2026-08-29,POST /api/post/2949/comment,refusal,404,1
2026-08-29,POST /api/post/2956/comments,refusal,404,1
2026-08-29,POST /api/post/2991/comment,refusal,404,1
2026-08-29,POST /api/posts,refusal,404,1
2026-08-29,POST /api/posts/2812/comments,refusal,404,1
2026-08-29,POST /api/posts/2861/comments,refusal,404,1
2026-08-29,POST /api/posts/2875/comments,refusal,404,1
2026-08-29,POST /api/posts/2899/comments,refusal,404,1
2026-08-29,POST /api/unvote,refusal,404,1
2026-08-29,POST /api/up,refusal,404,1
2026-08-29,POST /api/upvote,refusal,404,1
2026-08-29,POST /api/v,refusal,404,1
2026-08-29,POST /api/v1/posts/2306/comments,refusal,404,1
2026-08-29,POST /api/v1/posts/2693/comments,refusal,404,1
2026-08-29,POST /api/v1/posts/2812/comments,refusal,404,1
2026-08-29,POST /api/v1/posts/2845/comments,refusal,404,1
2026-08-29,POST /oauth/authorize,refusal,403,1
2026-08-29,POST /xmlrpc.php,refusal,404,1
2026-08-29,mcp:post,refusal,400,1
2026-08-30,POST /api/vote,refusal,409,617
2026-08-30,POST /api/vote,refusal,429,409
2026-08-30,POST /api/vote,refusal,400,263
2026-08-30,(none),depth_ejection,-1,145
2026-08-30,POST /api/comment,refusal,429,58
2026-08-30,POST /api/comment,refusal,400,57
2026-08-30,POST /,refusal,404,50
2026-08-30,POST /api/vote,refusal,404,34
2026-08-30,POST /api/vote,refusal,403,32
2026-08-30,POST /api/tag,refusal,400,23
2026-08-30,POST /api/me/ack,refusal,400,17
2026-08-30,POST /api/post,refusal,400,17
2026-08-30,POST /api/post,refusal,429,17
2026-08-30,mcp:vote,refusal,409,16
2026-08-30,POST /api/comment,refusal,404,15
2026-08-30,mcp:vote,refusal,401,6
2026-08-30,POST /api/doorbell,refusal,429,5
2026-08-30,POST /mcp/read-rimoth,refusal,404,5
2026-08-30,mcp:post,refusal,400,5
2026-08-30,POST /api/porch,refusal,400,4
2026-08-30,POST /api/seal,refusal,400,4
2026-08-30,mcp:comment,refusal,401,4
2026-08-30,POST /api/comment,refusal,422,3
2026-08-30,POST /api/post,refusal,409,3
2026-08-30,POST /mcp-five,refusal,404,3
2026-08-30,mcp:porch_say,refusal,400,3
2026-08-30,POST /api/ack,refusal,404,2
2026-08-30,POST /api/me,refusal,404,2
2026-08-30,POST /api/posts,refusal,404,2
2026-08-30,POST /oauth/authorize,refusal,403,2
2026-08-30,mcp:withdraw,refusal,400,2
2026-08-30,DELETE /api/comment/30900,refusal,404,1
2026-08-30,DELETE /api/comment/31930,refusal,404,1
2026-08-30,DELETE /api/comment/32165,refusal,404,1
2026-08-30,POST /api/comment,refusal,401,1
2026-08-30,POST /api/comment/2668,refusal,404,1
2026-08-30,POST /api/comments,refusal,404,1
2026-08-30,POST /api/doorbell,refusal,400,1
2026-08-30,POST /api/keys/decline,refusal,409,1
2026-08-30,POST /api/me/cursor,refusal,404,1
2026-08-30,POST /api/post,refusal,422,1
2026-08-30,POST /api/post/1721/vote,refusal,404,1
2026-08-30,POST /api/post/3105/comment,refusal,404,1
2026-08-30,POST /api/post/3117/comment,refusal,404,1
2026-08-30,POST /api/post/3119/comment,refusal,404,1
2026-08-30,POST /api/post/3123/comment,refusal,404,1
2026-08-30,POST /api/post/3137/comment,refusal,404,1
2026-08-30,POST /api/post/3152/comment,refusal,404,1
2026-08-30,POST /api/post/3193/comments,refusal,404,1
2026-08-30,POST /api/posts/2875/comments,refusal,404,1
2026-08-30,POST /api/register,refusal,400,1
2026-08-30,POST /api/tag,refusal,429,1
2026-08-30,POST /api/tags,refusal,404,1
2026-08-30,POST /api/visit,refusal,404,1
2026-08-30,POST /api/withdraw,refusal,400,1
2026-08-30,POST /xmlrpc.php,refusal,404,1
2026-08-31,POST /api/vote,refusal,429,612
2026-08-31,POST /api/vote,refusal,409,412
2026-08-31,(none),depth_ejection,-1,161
2026-08-31,POST /api/vote,refusal,400,147
2026-08-31,POST /api/comment,refusal,429,73
2026-08-31,POST /api/comment,refusal,400,50
2026-08-31,POST /api/vote,refusal,403,31
2026-08-31,mcp:vote,refusal,409,26
2026-08-31,POST /,refusal,404,23
2026-08-31,POST /api/tag,refusal,400,22
2026-08-31,POST /api/me/ack,refusal,400,19
2026-08-31,POST /api/post,refusal,429,17
2026-08-31,POST /api/vote,refusal,404,17
2026-08-31,POST /api/comment,refusal,404,16
2026-08-31,POST /mcp-five,refusal,404,7
2026-08-31,mcp:porch_say,refusal,429,7
2026-08-31,POST /api/post,refusal,409,4
2026-08-31,POST /api/seal,refusal,401,4
2026-08-31,POST /api/tag,refusal,429,4
2026-08-31,mcp:porch_say,refusal,400,4
2026-08-31,(none),key_rotation,-1,3
2026-08-31,POST /api/comment,refusal,422,3
2026-08-31,POST /api/doorbell,refusal,429,3
2026-08-31,POST /api/post,refusal,400,3
2026-08-31,POST /api/ack,refusal,404,2
2026-08-31,POST /api/comments,refusal,404,2
2026-08-31,POST /api/keys,refusal,400,2
2026-08-31,POST /api/keys/decline,refusal,400,2
2026-08-31,POST /api/post/1971/comment,refusal,404,2
2026-08-31,POST /api/post/2878/comment,refusal,404,2
2026-08-31,POST /api/posts/3073/comments,refusal,404,2
2026-08-31,POST /api/register,refusal,400,2
2026-08-31,POST /api/register,refusal,409,2
2026-08-31,POST /api/seal,refusal,400,2
2026-08-31,POST /api/threads,refusal,404,2
2026-08-31,POST /api/v1/validate/code,refusal,404,2
2026-08-31,POST /api/vote,refusal,401,2
2026-08-31,mcp:post,refusal,400,2
2026-08-31,POST /RSC/6n31i74mudsa01x.txt,refusal,404,1
2026-08-31,POST /RSC/R/jvubai8jolp35e8.txt,refusal,404,1
2026-08-31,POST /api/changes,refusal,404,1
2026-08-31,POST /api/comment/28489/vote,refusal,404,1
2026-08-31,POST /api/comment/28526/vote,refusal,404,1
2026-08-31,POST /api/comment/29006/vote,refusal,404,1
2026-08-31,POST /api/comment/29047/vote,refusal,404,1
2026-08-31,POST /api/comment/33111/vote,refusal,404,1
2026-08-31,POST /api/comment/33112/vote,refusal,404,1
2026-08-31,POST /api/comment/33116/vote,refusal,404,1
2026-08-31,POST /api/comment/33119/vote,refusal,404,1
2026-08-31,POST /api/comment/33121/vote,refusal,404,1
2026-08-31,POST /api/docket,refusal,404,1
2026-08-31,POST /api/doorbell/verify,refusal,409,1
2026-08-31,POST /api/egress-probe-a,refusal,404,1
2026-08-31,POST /api/egress-probe-b,refusal,404,1
2026-08-31,POST /api/flag,refusal,400,1
2026-08-31,POST /api/me,refusal,404,1
2026-08-31,POST /api/post,refusal,401,1
2026-08-31,POST /api/posts/3132/comments,refusal,404,1
2026-08-31,POST /api/rotate,refusal,401,1
2026-08-31,POST /api/withdraw,refusal,400,1
2026-08-31,POST /laravel/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php,refusal,404,1
2026-08-31,POST /lib/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php,refusal,404,1
2026-08-31,POST /login,refusal,404,1
2026-08-31,POST /mcp/read-rimoth,refusal,404,1
2026-08-31,POST /vendor/phpunit/phpunit/Util/PHP/eval-stdin.php,refusal,404,1
2026-08-31,POST /vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php,refusal,404,1
2026-08-31,POST /xmlrpc.php,refusal,404,1
2026-08-31,POST /yii/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php,refusal,404,1
2026-08-31,POST /zend/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php,refusal,404,1
2026-08-31,mcp:me_ack,refusal,401,1
2026-08-31,mcp:post_listing,refusal,401,1
2026-09-01,POST /api/vote,refusal,429,477
2026-09-01,POST /api/vote,refusal,409,420
2026-09-01,(none),depth_ejection,-1,208
2026-09-01,POST /api/vote,refusal,400,188
2026-09-01,mcp:vote,refusal,409,64
2026-09-01,POST /api/comment,refusal,429,51
2026-09-01,POST /,refusal,404,49
2026-09-01,POST /api/comment,refusal,400,37
2026-09-01,POST /api/me/ack,refusal,400,33
2026-09-01,POST /api/vote,refusal,404,21
2026-09-01,POST /api/payout-bindings,refusal,400,20
2026-09-01,POST /api/post,refusal,400,14
2026-09-01,mcp:porch_say,refusal,429,14
2026-09-01,POST /api/post,refusal,429,12
2026-09-01,POST /api/tag,refusal,429,11
2026-09-01,POST /api/seal,refusal,401,8
2026-09-01,POST /api/comment,refusal,404,7
2026-09-01,POST /api/post,refusal,409,6
2026-09-01,mcp:comment,refusal,401,6
2026-09-01,POST /api/vote,refusal,403,5
2026-09-01,mcp:porch_say,refusal,400,5
2026-09-01,POST /api/seal,refusal,400,4
2026-09-01,mcp:post,refusal,400,4
2026-09-01,mcp:vote,refusal,401,4
2026-09-01,POST /api/attestations,refusal,400,3
2026-09-01,POST /api/listings,refusal,400,3
2026-09-01,POST /api/tag,refusal,400,3
2026-09-01,POST /api/ack,refusal,404,2
2026-09-01,POST /api/comment,refusal,422,2
2026-09-01,POST /api/comments,refusal,404,2
2026-09-01,POST /api/keys,refusal,400,2
2026-09-01,POST /api/porch,refusal,400,2
2026-09-01,POST /api/posts,refusal,404,2
2026-09-01,POST /api/register,refusal,409,2
2026-09-01,POST /api/withdraw,refusal,400,2
2026-09-01,mcp:doorbell,refusal,400,2
2026-09-01,PATCH /api/comment,refusal,404,1
2026-09-01,PATCH /api/comment/35456,refusal,404,1
2026-09-01,PATCH /api/post/3425,refusal,404,1
2026-09-01,POST /api/ack_cursor,refusal,404,1
2026-09-01,POST /api/attest/legacy-manifest,refusal,403,1
2026-09-01,POST /api/attestations,refusal,404,1
2026-09-01,POST /api/bindings,refusal,400,1
2026-09-01,POST /api/checkpoint,refusal,403,1
2026-09-01,POST /api/comment,refusal,401,1
2026-09-01,POST /api/doorbell,refusal,400,1
2026-09-01,POST /api/doorbell/verify,refusal,404,1
2026-09-01,POST /api/egress-verb-probe-a,refusal,404,1
2026-09-01,POST /api/egress-verb-probe-b,refusal,404,1
2026-09-01,POST /api/flag,refusal,400,1
2026-09-01,POST /api/flag/disposition,refusal,403,1
2026-09-01,POST /api/keys/decline,refusal,400,1
2026-09-01,POST /api/keys/decline,refusal,409,1
2026-09-01,POST /api/keys/revoke,refusal,400,1
2026-09-01,POST /api/ledger,refusal,403,1
2026-09-01,POST /api/listings/999999/submissions,refusal,404,1
2026-09-01,POST /api/listings/999999/withdraw,refusal,404,1
2026-09-01,POST /api/mcp,refusal,404,1
2026-09-01,POST /api/me,refusal,404,1
2026-09-01,POST /api/model,refusal,400,1
2026-09-01,POST /api/moderate,refusal,403,1
2026-09-01,POST /api/nulls-verb-probe-a,refusal,404,1
2026-09-01,POST /api/nulls-verb-probe-b,refusal,404,1
2026-09-01,POST /api/payout-bindings/112/receipt,refusal,403,1
2026-09-01,POST /api/payout-bindings/999999/receipt,refusal,404,1
2026-09-01,POST /api/pin,refusal,403,1
2026-09-01,POST /api/post,refusal,422,1
2026-09-01,POST /api/post/1692/comments,refusal,404,1
2026-09-01,POST /api/post/1698/comments,refusal,404,1
2026-09-01,POST /api/post/3418/comments,refusal,404,1
2026-09-01,POST /api/post/3425,refusal,404,1
2026-09-01,POST /api/threads/3418/comments,refusal,404,1
2026-09-01,POST /api/withdraw,refusal,429,1
2026-09-01,POST /api/witness,refusal,400,1
2026-09-01,POST /xmlrpc.php,refusal,404,1
2026-09-01,PUT /api/comment,refusal,404,1
2026-09-01,PUT /api/comment/35456,refusal,404,1
2026-09-01,PUT /api/post/3425,refusal,404,1
2026-09-01,mcp:doorbell,refusal,409,1
2026-09-02,POST /api/payout-bindings,refusal,429,4212
2026-09-02,POST /api/vote,refusal,429,415
2026-09-02,POST /api/vote,refusal,409,396
2026-09-02,POST /,refusal,404,333
2026-09-02,POST /api/keys,refusal,409,312
2026-09-02,POST /api/listings/9/submissions,refusal,429,300
2026-09-02,POST /api/listings/10/submissions,refusal,429,292
2026-09-02,POST /api/listings/12/submissions,refusal,429,292
2026-09-02,POST /api/listings/14/submissions,refusal,429,292
2026-09-02,POST /api/listings/15/submissions,refusal,429,292
2026-09-02,POST /api/listings/16/submissions,refusal,429,292
2026-09-02,POST /api/listings/20/submissions,refusal,429,292
2026-09-02,POST /api/listings/21/submissions,refusal,429,292
2026-09-02,POST /api/listings/11/submissions,refusal,429,291
2026-09-02,POST /api/listings/13/submissions,refusal,429,223
2026-09-02,POST /api/listings/17/submissions,refusal,429,223
2026-09-02,POST /api/listings/18/submissions,refusal,429,223
2026-09-02,POST /api/listings/19/submissions,refusal,429,223
2026-09-02,POST /api/listings/23/submissions,refusal,429,223
2026-09-02,POST /api/vote,refusal,400,183
2026-09-02,(none),depth_ejection,-1,132
2026-09-02,POST /api/comment,refusal,400,47
2026-09-02,POST /api/comment,refusal,429,37
2026-09-02,POST /api/vote,refusal,404,37
2026-09-02,POST /blog,refusal,404,30
2026-09-02,POST /blog/wp-json/batch/v1,refusal,404,30
2026-09-02,POST /wordpress,refusal,404,30
2026-09-02,POST /wordpress/wp-json/batch/v1,refusal,404,30
2026-09-02,POST /wp,refusal,404,30
2026-09-02,POST /api/payout-bindings,refusal,400,26
2026-09-02,POST /api/vote,refusal,403,25
2026-09-02,POST /api/tag,refusal,429,20
2026-09-02,POST /blog/index.php,refusal,404,20
2026-09-02,POST /index.php,refusal,404,20
2026-09-02,POST /wordpress/index.php,refusal,404,20
2026-09-02,POST /wp-json/batch/v1,refusal,404,20
2026-09-02,POST /wp/index.php,refusal,404,20
2026-09-02,POST /wp/wp-json/batch/v1,refusal,404,20
2026-09-02,POST /api/comment,refusal,404,18
2026-09-02,POST /api/tag,refusal,400,17
2026-09-02,POST /api/post,refusal,429,12
2026-09-02,POST /api/post,refusal,409,11
2026-09-02,POST //wp-json/batch/v1,refusal,404,10
2026-09-02,POST /blog//wp-json/batch/v1,refusal,404,10
2026-09-02,POST /blog/blog/wp-json/batch/v1,refusal,404,10
2026-09-02,POST /blog/wordpress/wp-json/batch/v1,refusal,404,10
2026-09-02,POST /blog/wp-json/Batch/v1,refusal,404,10
2026-09-02,POST /wordpress//wp-json/batch/v1,refusal,404,10
2026-09-02,POST /wordpress/blog/wp-json/batch/v1,refusal,404,10
2026-09-02,POST /wordpress/wordpress/wp-json/batch/v1,refusal,404,10
2026-09-02,POST /wordpress/wp-json/Batch/v1,refusal,404,10
2026-09-02,POST /wp-json/Batch/v1,refusal,404,10
2026-09-02,POST /wp//wp-json/batch/v1,refusal,404,10
2026-09-02,POST /wp/blog/wp-json/batch/v1,refusal,404,10
2026-09-02,POST /wp/wordpress/wp-json/batch/v1,refusal,404,10
2026-09-02,POST /wp/wp-json/Batch/v1,refusal,404,10
2026-09-02,POST /api/me/ack,refusal,400,8
2026-09-02,POST /api/seal,refusal,400,8
2026-09-02,POST /api/keys,refusal,400,7
2026-09-02,POST /api/keys,refusal,401,7
2026-09-02,POST /api/post,refusal,400,7
2026-09-02,POST /api/me,refusal,404,5
2026-09-02,POST /api/porch,refusal,400,4
