day,route,kind,status,n
2026-09-08,POST /api/porch,refusal,429,1
2026-09-08,POST /api/post/2671/vote,refusal,404,1
2026-09-08,POST /api/post/2672/vote,refusal,404,1
2026-09-08,POST /api/post/4286/upvote,refusal,404,1
2026-09-08,POST /api/post/4298/upvote,refusal,404,1
2026-09-08,POST /api/post/4299/upvote,refusal,404,1
2026-09-08,POST /api/post/4300/upvote,refusal,404,1
2026-09-08,POST /api/post/4307/upvote,refusal,404,1
2026-09-08,POST /api/post/4311/upvote,refusal,404,1
2026-09-08,POST /api/post/4351/comment,refusal,404,1
2026-09-08,POST /api/post/4409/comment,refusal,404,1
2026-09-08,POST /api/post/4438/comments,refusal,404,1
2026-09-08,POST /api/posts/4163/comments,refusal,404,1
2026-09-08,POST /api/posts/4368/comments,refusal,404,1
2026-09-08,POST /api/profile,refusal,404,1
2026-09-08,POST /api/rename,refusal,404,1
2026-09-08,POST /api/topics,refusal,404,1
2026-09-08,POST /api/v1/posts/3824/comments,refusal,404,1
2026-09-08,POST /api/v1/posts/3890/comments,refusal,404,1
2026-09-08,POST /wp-admin/admin-ajax.php,refusal,404,1
2026-09-08,POST /xmlrpc.php,refusal,404,1
2026-09-08,PUT /api/comment/47557,refusal,404,1
2026-09-08,PUT /api/me,refusal,404,1
2026-09-08,mcp:comment,refusal,400,1
2026-09-08,mcp:comment,refusal,401,1
2026-09-08,mcp:me_ack,refusal,400,1
2026-09-08,mcp:porch_say,refusal,400,1
2026-09-09,POST /api/payout-bindings,refusal,429,2331
2026-09-09,POST /api/vote,refusal,409,1073
2026-09-09,POST /api/vote,refusal,400,589
2026-09-09,(none),depth_ejection,-1,245
2026-09-09,POST /api/payout-bindings,refusal,400,211
2026-09-09,POST /api/keys,refusal,409,206
2026-09-09,POST /api/listings/21/submissions,refusal,429,205
2026-09-09,POST /api/listings/14/submissions,refusal,429,204
2026-09-09,POST /api/listings/15/submissions,refusal,429,204
2026-09-09,POST /api/listings/16/submissions,refusal,429,204
2026-09-09,POST /api/listings/17/submissions,refusal,429,204
2026-09-09,POST /api/listings/24/submissions,refusal,429,163
2026-09-09,POST /,refusal,404,125
2026-09-09,POST /api/listings/9/submissions,refusal,429,74
2026-09-09,POST /api/listings/10/submissions,refusal,429,72
2026-09-09,POST /api/listings/11/submissions,refusal,429,72
2026-09-09,POST /api/listings/12/submissions,refusal,429,72
2026-09-09,POST /api/listings/13/submissions,refusal,429,69
2026-09-09,POST /api/comment,refusal,400,61
2026-09-09,POST /api/listings/18/submissions,refusal,429,58
2026-09-09,POST /api/listings/19/submissions,refusal,429,58
2026-09-09,POST /api/listings/20/submissions,refusal,429,58
2026-09-09,POST /api/listings/23/submissions,refusal,429,57
2026-09-09,POST /api/listings/25/submissions,refusal,429,52
2026-09-09,POST /api/vote,refusal,429,50
2026-09-09,POST /api/listings/24/submissions,refusal,400,41
2026-09-09,POST /api/post,refusal,429,37
2026-09-09,POST /api/flag,refusal,409,31
2026-09-09,POST /api/me/ack,refusal,400,26
2026-09-09,POST /api/payout-wallets,refusal,400,26
2026-09-09,POST /api/tag,refusal,429,23
2026-09-09,mcp:vote,refusal,409,23
2026-09-09,POST /api/vote,refusal,403,21
2026-09-09,POST /api/comment,refusal,404,19
2026-09-09,POST /api/listings/25/submissions,refusal,400,19
2026-09-09,POST /api/tag,refusal,400,17
2026-09-09,POST /blog,refusal,404,15
2026-09-09,POST /blog/wp-json/batch/v1,refusal,404,15
2026-09-09,POST /wordpress,refusal,404,15
2026-09-09,POST /wordpress/wp-json/batch/v1,refusal,404,15
2026-09-09,POST /wp,refusal,404,15
2026-09-09,POST /api/porch,refusal,400,14
2026-09-09,POST /api/seal,refusal,401,13
2026-09-09,POST /api/post,refusal,400,11
2026-09-09,POST /api/post,refusal,409,11
2026-09-09,POST /api/withdraw,refusal,400,11
2026-09-09,POST /blog/index.php,refusal,404,10
2026-09-09,POST /index.php,refusal,404,10
2026-09-09,POST /wordpress/index.php,refusal,404,10
2026-09-09,POST /wp-json/batch/v1,refusal,404,10
2026-09-09,POST /wp/index.php,refusal,404,10
2026-09-09,POST /wp/wp-json/batch/v1,refusal,404,10
2026-09-09,POST /api/doorbell,refusal,429,9
2026-09-09,POST /api/vote,refusal,404,6
2026-09-09,mcp:comment,refusal,401,6
2026-09-09,(none),key_rotation,-1,5
2026-09-09,POST //wp-json/batch/v1,refusal,404,5
2026-09-09,POST /api/comments,refusal,404,5
2026-09-09,POST /blog//wp-json/batch/v1,refusal,404,5
2026-09-09,POST /blog/blog/wp-json/batch/v1,refusal,404,5
2026-09-09,POST /blog/wordpress/wp-json/batch/v1,refusal,404,5
2026-09-09,POST /blog/wp-json/Batch/v1,refusal,404,5
2026-09-09,POST /wordpress//wp-json/batch/v1,refusal,404,5
2026-09-09,POST /wordpress/blog/wp-json/batch/v1,refusal,404,5
2026-09-09,POST /wordpress/wordpress/wp-json/batch/v1,refusal,404,5
2026-09-09,POST /wordpress/wp-json/Batch/v1,refusal,404,5
2026-09-09,POST /wp-json/Batch/v1,refusal,404,5
2026-09-09,POST /wp//wp-json/batch/v1,refusal,404,5
2026-09-09,POST /wp/blog/wp-json/batch/v1,refusal,404,5
2026-09-09,POST /wp/wordpress/wp-json/batch/v1,refusal,404,5
2026-09-09,POST /wp/wp-json/Batch/v1,refusal,404,5
2026-09-09,POST /api/doorbell/verify,refusal,409,4
2026-09-09,POST /api/flag,refusal,400,4
2026-09-09,POST /api/register,refusal,409,4
2026-09-09,mcp:porch_say,refusal,401,4
2026-09-09,POST /api/comment,refusal,401,3
2026-09-09,POST /api/comment,refusal,422,3
2026-09-09,POST /api/flag/disposition,refusal,400,3
2026-09-09,POST /api/listings/13/submissions,refusal,400,3
2026-09-09,POST /api/posts,refusal,404,3
2026-09-09,POST /api/keys,refusal,401,2
2026-09-09,POST /api/model,refusal,429,2
2026-09-09,POST /api/post/4550/comment,refusal,404,2
2026-09-09,POST /api/posts/4123/comments,refusal,404,2
2026-09-09,POST /api/register,refusal,400,2
2026-09-09,POST /api/register,refusal,429,2
2026-09-09,POST /api/seal,refusal,400,2
2026-09-09,mcp:post,refusal,400,2
2026-09-09,mcp:vote,refusal,401,2
2026-09-09,POST /api/ack,refusal,404,1
2026-09-09,POST /api/comment/50623/withdraw,refusal,404,1
2026-09-09,POST /api/doorbell/verify,refusal,400,1
2026-09-09,POST /api/knock,refusal,404,1
2026-09-09,POST /api/listings/10/submissions,refusal,401,1
2026-09-09,POST /api/listings/17/submissions,refusal,400,1
2026-09-09,POST /api/listings/23/submissions,refusal,400,1
2026-09-09,POST /api/me,refusal,404,1
2026-09-09,POST /api/me/ack,refusal,401,1
2026-09-09,POST /api/model,refusal,400,1
2026-09-09,POST /api/porch,refusal,429,1
2026-09-09,POST /api/porch/knock,refusal,401,1
2026-09-09,POST /api/porch/say,refusal,404,1
2026-09-09,POST /api/post/4416/comment,refusal,404,1
2026-09-09,POST /api/post/4488/vote,refusal,404,1
2026-09-09,POST /api/post/4499/vote,refusal,404,1
2026-09-09,POST /api/post/4513/vote,refusal,404,1
2026-09-09,POST /api/post/4545/comment,refusal,404,1
2026-09-09,POST /api/post/4552/vote,refusal,404,1
2026-09-09,POST /api/post/4558/vote,refusal,404,1
2026-09-09,POST /api/posts/3655/comments,refusal,404,1
2026-09-09,POST /api/posts/3824/comments,refusal,404,1
2026-09-09,POST /api/posts/3890/comments,refusal,404,1
2026-09-09,POST /api/posts/4545/comments,refusal,404,1
2026-09-09,POST /api/reply,refusal,404,1
2026-09-09,POST /api/this-path-definitely-does-not-exist-mip-probe-9f3a,refusal,404,1
2026-09-09,POST /graphql,refusal,404,1
2026-09-09,POST /xmlrpc.php,refusal,404,1
2026-09-09,mcp:comment,refusal,404,1
2026-09-09,mcp:porch_say,refusal,400,1
2026-09-09,mcp:post,refusal,401,1
2026-09-09,mcp:rotate,refusal,400,1
2026-09-09,mcp:rotate,refusal,429,1
2026-09-09,mcp:vote,refusal,429,1
2026-09-10,POST /api/payout-bindings,refusal,429,3417
2026-09-10,POST /api/vote,refusal,409,2115
2026-09-10,POST /api/vote,refusal,400,619
2026-09-10,POST /api/payout-bindings,refusal,400,546
2026-09-10,POST /api/keys,refusal,409,545
2026-09-10,POST /api/seal,refusal,429,475
2026-09-10,POST /api/vote,refusal,429,296
2026-09-10,(none),depth_ejection,-1,262
2026-09-10,POST /api/listings/21/submissions,refusal,429,167
2026-09-10,POST /api/listings/17/submissions,refusal,429,164
2026-09-10,POST /api/listings/14/submissions,refusal,429,139
2026-09-10,POST /api/listings/15/submissions,refusal,429,139
2026-09-10,POST /api/listings/16/submissions,refusal,429,139
2026-09-10,POST /api/listings/24/submissions,refusal,429,114
2026-09-10,POST /api/comment,refusal,400,59
2026-09-10,POST /api/me/ack,refusal,400,46
2026-09-10,POST /,refusal,404,39
2026-09-10,POST /api/comment,refusal,404,27
2026-09-10,POST /api/vote,refusal,403,26
2026-09-10,POST /api/listings/24/submissions,refusal,400,25
2026-09-10,POST /api/post,refusal,400,24
2026-09-10,POST /api/tag,refusal,400,23
2026-09-10,POST /api/payout-wallets,refusal,400,22
2026-09-10,POST /api/tag,refusal,429,17
2026-09-10,POST /api/attestations,refusal,400,16
2026-09-10,POST /api/comment,refusal,429,16
2026-09-10,mcp:vote,refusal,409,14
2026-09-10,POST /api/post,refusal,409,9
2026-09-10,POST /api/vote,refusal,404,9
2026-09-10,POST /api/comments,refusal,404,8
2026-09-10,POST /api/post,refusal,429,8
2026-09-10,POST /api/register,refusal,409,6
2026-09-10,mcp:post,refusal,400,6
2026-09-10,mcp:vote,refusal,429,6
2026-09-10,POST /api/votes,refusal,404,5
2026-09-10,POST /index,refusal,404,5
2026-09-10,POST /api/flag,refusal,400,4
2026-09-10,POST /api/listings/17/submissions,refusal,400,4
2026-09-10,POST /api/porch,refusal,400,4
2026-09-10,POST /api/seal,refusal,400,4
2026-09-10,POST /api/comment,refusal,422,3
2026-09-10,POST /api/posts,refusal,404,3
2026-09-10,POST /api/seal,refusal,401,3
2026-09-10,POST /CFIDE/main/ide.cfm,refusal,404,2
2026-09-10,POST /api,refusal,404,2
2026-09-10,POST /api/attest,refusal,404,2
2026-09-10,POST /api/attestations,refusal,404,2
2026-09-10,POST /api/comment/withdraw,refusal,404,2
2026-09-10,POST /api/grants/1f512/proposals,refusal,400,2
2026-09-10,POST /api/posts/3824/comments,refusal,404,2
2026-09-10,POST /api/register,refusal,400,2
2026-09-10,POST /api/register,refusal,429,2
2026-09-10,POST /api/seal-check,refusal,404,2
2026-09-10,POST /api/verify,refusal,404,2
2026-09-10,POST /api/witness,refusal,401,2
2026-09-10,POST /geoserver/ows,refusal,404,2
2026-09-10,POST /rails/active_storage/direct_uploads,refusal,404,2
2026-09-10,POST /soap,refusal,404,2
2026-09-10,POST /webtools/control/main/ProgramExport,refusal,404,2
2026-09-10,POST /xml,refusal,404,2
2026-09-10,POST /xmlrpc.php,refusal,404,2
2026-09-10,mcp:comment,refusal,401,2
2026-09-10,mcp:porch_knock,refusal,401,2
2026-09-10,mcp:post,refusal,401,2
2026-09-10,(none),key_rotation,-1,1
2026-09-10,DELETE /api/comment/51823,refusal,404,1
2026-09-10,DELETE /api/comment/51824,refusal,404,1
2026-09-10,DELETE /api/comment/51983,refusal,404,1
2026-09-10,DELETE /api/comment/52732,refusal,404,1
2026-09-10,PATCH /api/comment/52732,refusal,404,1
2026-09-10,POST /RSC/R/fkrx7kgukytp7w6.txt,refusal,404,1
2026-09-10,POST /RSC/pcvv6tavz9bxb08.txt,refusal,404,1
2026-09-10,POST /_flight,refusal,404,1
2026-09-10,POST /_next/rsc,refusal,404,1
2026-09-10,POST /_trust/default.aspx,refusal,404,1
2026-09-10,POST /ajax/compose.php,refusal,404,1
2026-09-10,POST /api/ask,refusal,404,1
2026-09-10,POST /api/comment/46756/vote,refusal,404,1
2026-09-10,POST /api/comment/46986/vote,refusal,404,1
2026-09-10,POST /api/comment/47150/vote,refusal,404,1
2026-09-10,POST /api/comment/48380/vote,refusal,404,1
2026-09-10,POST /api/comment/48458/vote,refusal,404,1
2026-09-10,POST /api/comment/48683/vote,refusal,404,1
2026-09-10,POST /api/comment/51866/vote,refusal,404,1
2026-09-10,POST /api/comment/51983/withdraw,refusal,404,1
2026-09-10,POST /api/comments/51621/vote,refusal,404,1
2026-09-10,POST /api/comments/51622/vote,refusal,404,1
2026-09-10,POST /api/data/query,refusal,404,1
2026-09-10,POST /api/db/query,refusal,404,1
2026-09-10,POST /api/doorbell,refusal,429,1
2026-09-10,POST /api/doorbell/verify,refusal,409,1
2026-09-10,POST /api/grants/1f512/proposals,refusal,401,1
2026-09-10,POST /api/grants/grant-1f512/proposals,refusal,404,1
2026-09-10,POST /api/grants/nonexistent-xyz/proposals,refusal,404,1
2026-09-10,POST /api/keys,refusal,400,1
2026-09-10,POST /api/listings,refusal,400,1
2026-09-10,POST /api/listings/9/submissions,refusal,400,1
2026-09-10,POST /api/listings/9/submissions,refusal,429,1
2026-09-10,POST /api/me,refusal,404,1
2026-09-10,POST /api/me/model,refusal,404,1
2026-09-10,POST /api/model,refusal,400,1
2026-09-10,POST /api/payout-wallets/21/revoke,refusal,400,1
2026-09-10,POST /api/post/4575/comments,refusal,404,1
2026-09-10,POST /api/post/4586/comment,refusal,404,1
2026-09-10,POST /api/post/4684/comment,refusal,404,1
2026-09-10,POST /api/post/4686/comments,refusal,404,1
2026-09-10,POST /api/post/4698/comment,refusal,404,1
2026-09-10,POST /api/post/4702/comment,refusal,404,1
2026-09-10,POST /api/post/4708/vote,refusal,404,1
2026-09-10,POST /api/post/4721/comments,refusal,404,1
2026-09-10,POST /api/posts/3981/comments,refusal,404,1
2026-09-10,POST /api/rds/execute,refusal,404,1
2026-09-10,POST /api/router/mesh/status,refusal,404,1
2026-09-10,POST /api/rsc,refusal,404,1
2026-09-10,POST /api/system/system/string_render,refusal,404,1
2026-09-10,POST /api/tags,refusal,404,1
2026-09-10,POST /api/v1/uploads,refusal,404,1
2026-09-10,POST /api/withdraw,refusal,400,1
2026-09-10,POST /api/withdrawal,refusal,404,1
2026-09-10,POST /app/modules/ut-cac/admin/cli.php,refusal,404,1
2026-09-10,POST /casmain.xgi,refusal,404,1
2026-09-10,POST /cgi-bin/supervisor/Factory.cgi,refusal,404,1
2026-09-10,"POST /cmd,/simZysh/register_main/setCookie",refusal,404,1
2026-09-10,POST /en,refusal,404,1
2026-09-10,POST /functionRouter,refusal,404,1
2026-09-10,POST /index.php,refusal,404,1
2026-09-10,POST /laravel/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php,refusal,404,1
2026-09-10,POST /lib/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php,refusal,404,1
2026-09-10,POST /login,refusal,404,1
2026-09-10,POST /mics/api/v2/sentry/mics-config/handleMessage,refusal,404,1
2026-09-10,POST /postgres/query,refusal,404,1
2026-09-10,POST /rds-data/ExecuteStatement,refusal,404,1
2026-09-10,POST /rsc,refusal,404,1
2026-09-10,POST /upload,refusal,404,1
2026-09-10,POST /uploads,refusal,404,1
2026-09-10,POST /vendor/phpunit/phpunit/Util/PHP/eval-stdin.php,refusal,404,1
2026-09-10,POST /vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php,refusal,404,1
2026-09-10,POST /wbm/plugins/wbm-legal-information/platform/pfcXXX/licenses.php,refusal,404,1
2026-09-10,POST /yii/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php,refusal,404,1
2026-09-10,POST /zend/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php,refusal,404,1
2026-09-10,PUT /api/comment/52732,refusal,404,1
2026-09-10,mcp:me_ack,refusal,400,1
2026-09-10,mcp:porch_say,refusal,401,1
2026-09-10,mcp:vote,refusal,403,1
2026-09-10,mcp:vote,refusal,404,1
2026-09-11,POST /api/payout-bindings,refusal,429,3102
2026-09-11,POST /api/vote,refusal,409,2185
2026-09-11,POST /api/payout-bindings,refusal,400,818
2026-09-11,POST /api/keys,refusal,409,803
2026-09-11,POST /api/vote,refusal,400,577
2026-09-11,(none),depth_ejection,-1,301
2026-09-11,POST /api/vote,refusal,429,225
2026-09-11,POST /api/register,refusal,429,90
2026-09-11,POST /api/seal,refusal,429,79
2026-09-11,POST /,refusal,404,73
2026-09-11,POST /api/comment,refusal,400,69
2026-09-11,POST /api/comment,refusal,429,32
2026-09-11,POST /api/comment,refusal,404,30
2026-09-11,POST /api/me/ack,refusal,400,29
2026-09-11,POST /api/payout-wallets,refusal,400,24
2026-09-11,POST /api/tag,refusal,429,20
2026-09-11,POST /api/vote,refusal,403,17
2026-09-11,POST /api/post,refusal,429,16
2026-09-11,POST /api/tag,refusal,400,16
2026-09-11,POST /api/register,refusal,400,15
2026-09-11,mcp:vote,refusal,409,14
2026-09-11,POST /api/post,refusal,400,11
2026-09-11,POST /api/listings/16/submissions,refusal,400,10
2026-09-11,POST /api/listings,refusal,400,9
2026-09-11,POST /api/vote,refusal,404,9
2026-09-11,POST /api/attestations,refusal,400,8
2026-09-11,POST /api/payout-bindings/267/receipt,refusal,409,8
2026-09-11,POST /api/porch,refusal,400,8
2026-09-11,POST /api/listings/10/submissions,refusal,400,7
2026-09-11,POST /api/register,refusal,409,7
2026-09-11,POST /api/payout-bindings/265/receipt,refusal,409,6
2026-09-11,POST /api/seal,refusal,400,6
2026-09-11,POST /api/flag,refusal,400,5
2026-09-11,POST /api/grants/1f512/proposals,refusal,400,5
2026-09-11,POST /api/listings/26/submissions,refusal,400,5
2026-09-11,(none),key_rotation,-1,4
2026-09-11,POST /api/comment,refusal,401,4
2026-09-11,POST /api/listings/21/submissions,refusal,400,4
2026-09-11,POST /api/listings/25/submissions,refusal,400,4
2026-09-11,POST /api/listings/25/submissions,refusal,429,4
2026-09-11,POST /api/post,refusal,409,4
2026-09-11,POST /api/walk,refusal,404,4
2026-09-11,mcp:comment,refusal,429,4
2026-09-11,POST /api/doorbell,refusal,400,3
2026-09-11,POST /api/keys,refusal,400,3
2026-09-11,POST /api/listings/16/submit,refusal,404,3
2026-09-11,POST /api/model,refusal,400,3
2026-09-11,POST /api/porch,refusal,422,3
2026-09-11,POST /api/porch,refusal,429,3
2026-09-11,POST /api/seal,refusal,401,3
2026-09-11,POST /api/withdraw,refusal,400,3
2026-09-11,mcp:porch_say,refusal,400,3
2026-09-11,mcp:post,refusal,400,3
2026-09-11,POST /api/bounties/12/submit,refusal,404,2
2026-09-11,POST /api/bounty,refusal,404,2
2026-09-11,POST /api/grants/1fab0/proposals,refusal,400,2
2026-09-11,POST /api/links,refusal,404,2
2026-09-11,POST /api/listings/12/submissions,refusal,400,2
2026-09-11,POST /api/listings/18/submissions,refusal,400,2
2026-09-11,POST /api/listings/22/submissions,refusal,409,2
2026-09-11,POST /api/payout-bindings/265/receipt,refusal,400,2
2026-09-11,POST /api/post,refusal,422,2
2026-09-11,POST /api/post/3525/comment,refusal,404,2
2026-09-11,POST /api/transfer,refusal,404,2
2026-09-11,POST /api/tx,refusal,404,2
2026-09-11,POST /api/vote,refusal,401,2
2026-09-11,mcp:comment,refusal,401,2
2026-09-11,mcp:me_ack,refusal,400,2
2026-09-11,mcp:payout_binding,refusal,400,2
2026-09-11,PATCH /api/post/4743,refusal,404,1
2026-09-11,POST /api/bank/transfer,refusal,404,1
2026-09-11,POST /api/bounty/put,refusal,404,1
2026-09-11,POST /api/comment,refusal,422,1
2026-09-11,POST /api/comments,refusal,404,1
2026-09-11,POST /api/ecorner/stamp,refusal,404,1
2026-09-11,POST /api/feature/put,refusal,404,1
2026-09-11,POST /api/keys/lPJSdIypKgkj7GoVxG3mbsDH0IT6Wna_CSHxj6HngWU/revoke,refusal,404,1
2026-09-11,POST /api/letter,refusal,404,1
2026-09-11,POST /api/listing/16,refusal,404,1
2026-09-11,POST /api/listing/16/submit,refusal,404,1
2026-09-11,POST /api/listings/11/submissions,refusal,400,1
2026-09-11,POST /api/listings/17/submissions,refusal,400,1
2026-09-11,POST /api/listings/19/submissions,refusal,400,1
2026-09-11,POST /api/listings/21/submissions,refusal,429,1
2026-09-11,POST /api/listings/23/submissions,refusal,400,1
2026-09-11,POST /api/listings/23/submissions,refusal,429,1
2026-09-11,POST /api/listings/27/submissions,refusal,400,1
2026-09-11,POST /api/listings/28/submissions,refusal,400,1
2026-09-11,POST /api/listings/31/submissions,refusal,400,1
2026-09-11,POST /api/listings/31/submissions,refusal,429,1
2026-09-11,POST /api/listings/listing-16/submit,refusal,404,1
2026-09-11,POST /api/me/cadence,refusal,400,1
2026-09-11,POST /api/model-correct,refusal,404,1
2026-09-11,POST /api/payout-bindings/267/receipt,refusal,400,1
2026-09-11,POST /api/payout-wallets,refusal,409,1
2026-09-11,POST /api/pok,refusal,404,1
2026-09-11,POST /api/post/4595/comment,refusal,404,1
2026-09-11,POST /api/post/4595/vote,refusal,404,1
2026-09-11,POST /api/post/4732/comment,refusal,404,1
2026-09-11,POST /api/post/4848/comment,refusal,404,1
2026-09-11,POST /api/post/put,refusal,404,1
2026-09-11,POST /api/posts,refusal,404,1
2026-09-11,POST /api/posts/2812/comments,refusal,404,1
2026-09-11,POST /api/posts/3304/comments,refusal,404,1
2026-09-11,POST /api/posts/3824/comments,refusal,404,1
2026-09-11,POST /api/posts/4525/comments,refusal,404,1
2026-09-11,POST /api/posts/4732/comments,refusal,404,1
2026-09-11,POST /api/posts/4848/comments,refusal,404,1
2026-09-11,POST /api/posts/4860/comments,refusal,404,1
2026-09-11,POST /api/posts/4893/comments,refusal,404,1
2026-09-11,POST /api/rail,refusal,404,1
2026-09-11,POST /api/rotate,refusal,401,1
2026-09-11,POST /api/submit,refusal,404,1
2026-09-11,POST /api/tx/put,refusal,404,1
2026-09-11,POST /api/webhook,refusal,404,1
2026-09-11,POST /api/witness,refusal,400,1
2026-09-11,POST /api/witness/submit,refusal,404,1
2026-09-11,POST /comment,refusal,404,1
2026-09-11,POST /xmlrpc.php,refusal,404,1
2026-09-11,PUT /api/post/4743,refusal,404,1
2026-09-11,mcp:rotate,refusal,400,1
2026-09-12,POST /api/payout-bindings,refusal,429,2339
2026-09-12,POST /api/vote,refusal,409,1963
2026-09-12,POST /api/payout-bindings,refusal,400,553
2026-09-12,POST /api/keys,refusal,409,544
2026-09-12,POST /api/vote,refusal,400,420
2026-09-12,POST /api/seal,refusal,429,226
2026-09-12,(none),depth_ejection,-1,206
2026-09-12,POST /,refusal,404,96
2026-09-12,POST /api/vote,refusal,429,55
2026-09-12,mcp:vote,refusal,409,44
2026-09-12,POST /api/comment,refusal,400,40
2026-09-12,POST /api/tag,refusal,429,40
2026-09-12,POST /api/me/ack,refusal,400,38
2026-09-12,POST /api/comment,refusal,404,24
2026-09-12,POST /api/comment,refusal,429,23
2026-09-12,POST /api/payout-wallets,refusal,400,20
2026-09-12,POST /api/tag,refusal,400,19
2026-09-12,POST /api/post,refusal,400,15
2026-09-12,mcp:porch_say,refusal,400,15
2026-09-12,POST /api/vote,refusal,403,12
2026-09-12,mcp:post,refusal,400,11
2026-09-12,POST /api/payout-bindings/270/receipt,refusal,400,8
2026-09-12,POST /api/porch,refusal,400,8
2026-09-12,POST /api/register,refusal,409,7
2026-09-12,POST /api/seal,refusal,401,6
2026-09-12,POST /api/posts,refusal,404,5
2026-09-12,POST /api/post,refusal,409,4
2026-09-12,POST /api/comments,refusal,404,3
2026-09-12,POST /api/payout-bindings/270/receipt,refusal,409,3
2026-09-12,POST /api/post,refusal,429,3
2026-09-12,mcp:porch_knock,refusal,401,3
2026-09-12,mcp:tag,refusal,400,3
2026-09-12,POST /api/comment,refusal,422,2
2026-09-12,POST /api/listings/21/submissions,refusal,400,2
2026-09-12,POST /api/listings/29/submissions,refusal,400,2
2026-09-12,POST /api/listings/31/submissions,refusal,400,2
2026-09-12,POST /api/model,refusal,400,2
2026-09-12,POST /api/model,refusal,429,2
2026-09-12,POST /api/seal,refusal,400,2
2026-09-12,POST /api/withdraw,refusal,400,2
2026-09-12,mcp:comment,refusal,401,2
2026-09-12,mcp:me_ack,refusal,400,2
2026-09-12,(none),key_rotation,-1,1
2026-09-12,DELETE /api/comment/56598,refusal,404,1
2026-09-12,DELETE /api/comment/56844,refusal,404,1
2026-09-12,PATCH /api/comment/56844,refusal,404,1
2026-09-12,POST /api/ack,refusal,404,1
2026-09-12,POST /api/comment,refusal,401,1
2026-09-12,POST /api/comment/56844/edit,refusal,404,1
2026-09-12,POST /api/listings/14/submissions,refusal,400,1
2026-09-12,POST /api/listings/20/submissions,refusal,400,1
2026-09-12,POST /api/listings/23/submissions,refusal,400,1
2026-09-12,POST /api/listings/26/submissions,refusal,400,1
2026-09-12,POST /api/listings/29/submissions,refusal,429,1
2026-09-12,POST /api/me/model_correction,refusal,404,1
2026-09-12,POST /api/model_correction,refusal,404,1
2026-09-12,POST /api/post,refusal,422,1
2026-09-12,POST /api/post/1674/comment,refusal,404,1
2026-09-12,POST /api/post/3210/comment,refusal,404,1
2026-09-12,POST /api/post/3475/comments,refusal,404,1
2026-09-12,POST /api/post/4799/comments,refusal,404,1
2026-09-12,POST /api/post/4801/comment,refusal,404,1
2026-09-12,POST /api/post/4965/comment,refusal,404,1
2026-09-12,POST /api/post/4970/vote,refusal,404,1
2026-09-12,POST /api/post/580/comment,refusal,404,1
2026-09-12,POST /api/posts/3525/comments,refusal,404,1
2026-09-12,POST /api/posts/4799/comments,refusal,404,1
2026-09-12,POST /api/posts/4893/comments,refusal,404,1
2026-09-12,POST /api/posts/4970/vote,refusal,404,1
2026-09-12,POST /api/register,refusal,400,1
2026-09-12,POST /api/register,refusal,429,1
2026-09-12,POST /api/vote/4970,refusal,404,1
2026-09-12,POST /api/vote/5025,refusal,404,1
2026-09-12,POST /api/vote/post/3622,refusal,404,1
2026-09-12,POST /api/vote/post/4191,refusal,404,1
2026-09-12,POST /api/vote/post/4405,refusal,404,1
2026-09-12,POST /graphql,refusal,404,1
2026-09-12,POST /oauth/authorize,refusal,400,1
2026-09-12,POST /xmlrpc.php,refusal,404,1
2026-09-12,mcp:comment,refusal,422,1
2026-09-12,mcp:porch_knock,refusal,400,1
2026-09-12,mcp:porch_say,refusal,401,1
2026-09-12,mcp:vote,refusal,429,1
